timestamp,message_type,order_id,side,price,size
2009-02-13 04:16:28.906,X,29,S,3.94,17.0
2009-02-13 04:16:28.906,A,30,S,3.63,5.0
2009-02-13 04:16:29.316,X,30,S,3.63,5.0
2009-02-13 04:16:29.316,A,31,S,3.94,17.0
2009-02-13 04:16:29.396,X,31,S,3.94,17.0
2009-02-13 04:16:29.396,A,32,S,3.63,5.0
2009-02-13 04:16:29.636,X,32,S,3.63,5.0
2009-02-13 04:16:29.636,A,33,S,3.94,17.0
2009-02-13 04:16:29.706,X,33,S,3.94,17.0
2009-02-13 04:16:29.706,A,34,S,3.63,5.0
2009-02-13 04:16:29.868,X,34,S,3.63,5.0
2009-02-13 04:16:29.868,A,35,S,3.94,17.0
2009-02-13 04:16:29.936,X,35,S,3.94,17.0
2009-02-13 04:16:29.936,A,36,S,3.63,5.0
2009-02-13 04:16:30.366,X,36,S,3.63,5.0
2009-02-13 04:16:30.366,A,37,S,3.64,5.0
2009-02-13 04:16:30.376,X,37,S,3.64,5.0
2009-02-13 04:16:30.376,A,38,S,3.94,17.0
2009-02-13 04:16:30.452,X,38,S,3.94,17.0
2009-02-13 04:16:30.452,A,39,S,3.63,5.0
2009-02-13 04:16:31.906,X,39,S,3.63,5.0
2009-02-13 04:16:31.906,A,40,S,3.94,17.0
2009-02-13 04:16:31.976,X,40,S,3.94,17.0
2009-02-13 04:16:31.976,A,41,S,3.63,5.0
2009-02-13 04:17:03.855,X,41,S,3.63,5.0
2009-02-13 04:17:03.855,A,42,S,3.94,17.0
2009-02-13 04:17:03.935,X,42,S,3.94,17.0
2009-02-13 04:17:03.935,A,43,S,3.63,5.0
2009-02-13 04:17:12.112,X,43,S,3.63,5.0
2009-02-13 04:17:12.112,A,44,S,3.94,17.0
2009-02-13 04:17:12.184,X,44,S,3.94,17.0
2009-02-13 04:17:12.184,A,45,S,3.63,5.0
2009-02-13 04:17:12.334,X,45,S,3.63,5.0
2009-02-13 04:17:12.334,A,46,S,3.64,5.0
2009-02-13 04:17:12.344,X,46,S,3.64,5.0
2009-02-13 04:17:12.344,A,47,S,3.94,17.0
2009-02-13 04:17:12.414,X,47,S,3.94,17.0
2009-02-13 04:17:12.414,A,48,S,3.63,5.0
2009-02-13 04:17:12.494,X,48,S,3.63,5.0
2009-02-13 04:17:12.494,A,49,S,3.94,17.0
2009-02-13 04:17:12.564,X,49,S,3.94,17.0
2009-02-13 04:17:12.564,A,50,S,3.63,5.0
2009-02-13 04:17:12.824,X,50,S,3.63,5.0
2009-02-13 04:17:12.824,A,51,S,3.94,17.0
2009-02-13 04:17:12.904,X,51,S,3.94,17.0
2009-02-13 04:17:12.904,A,52,S,3.63,5.0
2009-02-13 04:17:29.761,X,52,S,3.63,5.0
2009-02-13 04:17:29.761,A,53,S,3.94,17.0
2009-02-13 04:17:29.824,X,53,S,3.94,17.0
2009-02-13 04:17:29.824,A,54,S,3.63,5.0
2009-02-13 04:17:36.253,X,18,B,3.55,10.0
2009-02-13 04:17:36.253,A,55,B,3.63,5.0
2009-02-13 04:17:36.253,X,54,S,3.63,5.0
2009-02-13 04:17:36.253,A,56,S,3.94,17.0
2009-02-13 04:17:36.333,X,56,S,3.94,17.0
2009-02-13 04:17:36.333,A,57,S,3.64,5.0
2009-02-13 04:17:39.003,X,57,S,3.64,5.0
2009-02-13 04:17:39.003,A,58,S,3.94,17.0
2009-02-13 04:17:39.073,X,58,S,3.94,17.0
2009-02-13 04:17:39.073,A,59,S,3.65,5.0
2009-02-13 04:17:47.032,X,59,S,3.65,5.0
2009-02-13 04:17:47.032,A,60,S,3.64,5.0
2009-02-13 04:17:50.252,X,55,B,3.63,5.0
2009-02-13 04:17:50.252,A,61,B,3.61,5.0
2009-02-13 04:17:50.482,X,61,B,3.61,5.0
2009-02-13 04:17:50.482,A,62,B,3.59,5.0
2009-02-13 04:17:53.512,X,62,B,3.59,5.0
2009-02-13 04:17:53.512,A,63,B,3.55,10.0
2009-02-13 04:17:53.522,X,63,B,3.55,10.0
2009-02-13 04:17:53.522,A,64,B,3.57,5.0
2009-02-13 04:17:53.731,X,64,B,3.57,5.0
2009-02-13 04:17:53.731,A,65,B,3.55,15.0
2009-02-13 04:18:17.411,X,60,S,3.64,5.0
2009-02-13 04:18:17.411,A,66,S,3.94,17.0
2009-02-13 04:18:17.491,X,66,S,3.94,17.0
2009-02-13 04:18:17.491,A,67,S,3.64,5.0
2009-02-13 04:18:18.501,X,67,S,3.64,5.0
2009-02-13 04:18:18.501,A,68,S,3.94,17.0
2009-02-13 04:18:18.571,X,68,S,3.94,17.0
2009-02-13 04:18:18.571,A,69,S,3.64,5.0
2009-02-13 04:18:18.831,X,69,S,3.64,5.0
2009-02-13 04:18:18.831,A,70,S,3.94,17.0
2009-02-13 04:18:18.901,X,70,S,3.94,17.0
2009-02-13 04:18:18.901,A,71,S,3.64,5.0
2009-02-13 04:18:21.600,X,71,S,3.64,5.0
2009-02-13 04:18:21.600,A,72,S,3.94,17.0
2009-02-13 04:18:21.681,X,72,S,3.94,17.0
2009-02-13 04:18:21.681,A,73,S,3.64,5.0
2009-02-13 04:18:22.511,X,73,S,3.64,5.0
2009-02-13 04:18:22.511,A,74,S,3.94,17.0
2009-02-13 04:18:22.581,X,74,S,3.94,17.0
2009-02-13 04:18:22.581,A,75,S,3.64,5.0
2009-02-13 04:18:22.621,X,75,S,3.64,5.0
2009-02-13 04:18:22.621,A,76,S,3.94,17.0
2009-02-13 04:18:22.691,X,76,S,3.94,17.0
2009-02-13 04:18:22.691,A,77,S,3.64,5.0
2009-02-13 04:18:27.620,X,77,S,3.64,5.0
2009-02-13 04:18:27.620,A,78,S,3.94,17.0
2009-02-13 04:18:27.690,X,78,S,3.94,17.0
2009-02-13 04:18:27.690,A,79,S,3.64,5.0
2009-02-13 04:18:28.430,X,79,S,3.64,5.0
2009-02-13 04:18:28.430,A,80,S,3.94,17.0
2009-02-13 04:18:28.500,X,80,S,3.94,17.0
2009-02-13 04:18:28.500,A,81,S,3.64,5.0
2009-02-13 04:18:28.890,X,81,S,3.64,5.0
2009-02-13 04:18:28.890,A,82,S,3.94,17.0
2009-02-13 04:18:28.970,X,82,S,3.94,17.0
2009-02-13 04:18:28.970,A,83,S,3.64,5.0
2009-02-13 04:18:30.120,X,83,S,3.64,5.0
2009-02-13 04:18:30.120,A,84,S,3.94,17.0
2009-02-13 04:18:30.200,X,84,S,3.94,17.0
2009-02-13 04:18:30.200,A,85,S,3.64,5.0
2009-02-13 04:18:30.600,X,85,S,3.64,5.0
2009-02-13 04:18:30.600,A,86,S,3.94,17.0
2009-02-13 04:18:30.671,X,86,S,3.94,17.0
2009-02-13 04:18:30.671,A,87,S,3.64,5.0
2009-02-13 04:19:08.328,X,87,S,3.64,5.0
2009-02-13 04:19:08.328,A,88,S,3.94,17.0
2009-02-13 04:19:08.408,X,88,S,3.94,17.0
2009-02-13 04:19:08.408,A,89,S,3.64,5.0
2009-02-13 04:19:14.238,X,89,S,3.64,5.0
2009-02-13 04:19:14.238,A,90,S,3.94,17.0
2009-02-13 04:19:14.308,X,90,S,3.94,17.0
2009-02-13 04:19:14.308,A,91,S,3.64,5.0
2009-02-13 04:19:21.827,X,91,S,3.64,5.0
2009-02-13 04:19:21.827,A,92,S,3.94,17.0
2009-02-13 04:19:21.907,X,92,S,3.94,17.0
2009-02-13 04:19:21.907,A,93,S,3.64,5.0
2009-02-13 04:19:22.657,X,93,S,3.64,5.0
2009-02-13 04:19:22.657,A,94,S,3.94,17.0
2009-02-13 04:19:22.728,X,94,S,3.94,17.0
2009-02-13 04:19:22.728,A,95,S,3.64,5.0
2009-02-13 04:19:31.887,X,95,S,3.64,5.0
2009-02-13 04:19:31.887,A,96,S,3.94,17.0
2009-02-13 04:19:31.957,X,96,S,3.94,17.0
2009-02-13 04:19:31.957,A,97,S,3.64,5.0
2009-02-13 04:19:34.146,X,97,S,3.64,5.0
2009-02-13 04:19:34.146,A,98,S,3.94,17.0
2009-02-13 04:19:34.217,X,98,S,3.94,17.0
2009-02-13 04:19:34.217,A,99,S,3.64,5.0
2009-02-13 04:19:43.346,X,99,S,3.64,5.0
2009-02-13 04:19:43.346,A,100,S,3.94,17.0
2009-02-13 04:19:43.427,X,100,S,3.94,17.0
2009-02-13 04:19:43.427,A,101,S,3.64,5.0
2009-02-13 04:19:53.926,X,101,S,3.64,5.0
2009-02-13 04:19:53.926,A,102,S,3.94,17.0
2009-02-13 04:19:53.996,X,102,S,3.94,17.0
2009-02-13 04:19:53.996,A,103,S,3.64,5.0
2009-02-13 04:19:54.006,X,103,S,3.64,5.0
2009-02-13 04:19:54.006,A,104,S,3.94,17.0
2009-02-13 04:19:54.076,X,104,S,3.94,17.0
2009-02-13 04:19:54.076,A,105,S,3.64,5.0
2009-02-13 04:20:02.125,X,105,S,3.64,5.0
2009-02-13 04:20:02.125,A,106,S,3.94,17.0
2009-02-13 04:20:02.195,X,106,S,3.94,17.0
2009-02-13 04:20:02.195,A,107,S,3.64,5.0
2009-02-13 04:20:04.835,X,107,S,3.64,5.0
2009-02-13 04:20:04.835,A,108,S,3.94,17.0
2009-02-13 04:20:04.905,X,108,S,3.94,17.0
2009-02-13 04:20:04.905,A,109,S,3.64,5.0
2009-02-13 04:20:18.004,X,109,S,3.64,5.0
2009-02-13 04:20:18.004,A,110,S,3.94,17.0
2009-02-13 04:20:18.074,X,110,S,3.94,17.0
2009-02-13 04:20:18.074,A,111,S,3.64,5.0
2009-02-13 04:20:19.154,X,111,S,3.64,5.0
2009-02-13 04:20:19.154,A,112,S,3.94,17.0
2009-02-13 04:20:19.224,X,112,S,3.94,17.0
2009-02-13 04:20:19.224,A,113,S,3.64,5.0
2009-02-13 04:20:19.914,X,113,S,3.64,5.0
2009-02-13 04:20:19.914,A,114,S,3.94,17.0
2009-02-13 04:20:19.984,X,114,S,3.94,17.0
2009-02-13 04:20:19.984,A,115,S,3.64,5.0
2009-02-13 04:20:22.104,X,115,S,3.64,5.0
2009-02-13 04:20:22.104,A,116,S,3.94,17.0
2009-02-13 04:20:22.184,X,116,S,3.94,17.0
2009-02-13 04:20:22.184,A,117,S,3.64,5.0
2009-02-13 04:20:22.874,X,117,S,3.64,5.0
2009-02-13 04:20:22.874,A,118,S,3.94,17.0
2009-02-13 04:20:22.944,X,118,S,3.94,17.0
2009-02-13 04:20:22.944,A,119,S,3.64,5.0
2009-02-13 04:20:24.614,X,119,S,3.64,5.0
2009-02-13 04:20:24.614,A,120,S,3.94,17.0
2009-02-13 04:20:24.684,X,120,S,3.94,17.0
2009-02-13 04:20:24.684,A,121,S,3.64,5.0
2009-02-13 04:20:28.594,X,121,S,3.64,5.0
2009-02-13 04:20:28.594,A,122,S,3.94,17.0
2009-02-13 04:20:28.674,X,122,S,3.94,17.0
2009-02-13 04:20:28.674,A,123,S,3.64,5.0
2009-02-13 04:20:30.614,X,123,S,3.64,5.0
2009-02-13 04:20:30.614,A,124,S,3.94,17.0
2009-02-13 04:20:30.694,X,124,S,3.94,17.0
2009-02-13 04:20:30.694,A,125,S,3.64,5.0
2009-02-13 04:20:33.844,X,125,S,3.64,5.0
2009-02-13 04:20:33.844,A,126,S,3.94,17.0
2009-02-13 04:20:33.924,X,126,S,3.94,17.0
2009-02-13 04:20:33.924,A,127,S,3.64,5.0
2009-02-13 04:20:38.883,X,127,S,3.64,5.0
2009-02-13 04:20:38.883,A,128,S,3.94,17.0
2009-02-13 04:20:38.953,X,128,S,3.94,17.0
2009-02-13 04:20:38.953,A,129,S,3.64,5.0
2009-02-13 04:20:45.103,X,129,S,3.64,5.0
2009-02-13 04:20:45.103,A,130,S,3.94,17.0
2009-02-13 04:20:45.173,X,130,S,3.94,17.0
2009-02-13 04:20:45.173,A,131,S,3.64,5.0
2009-02-13 04:20:45.863,X,131,S,3.64,5.0
2009-02-13 04:20:45.863,A,132,S,3.94,17.0
2009-02-13 04:20:45.933,X,132,S,3.94,17.0
2009-02-13 04:20:45.933,A,133,S,3.64,5.0
2009-02-13 04:20:53.673,X,133,S,3.64,5.0
2009-02-13 04:20:53.673,A,134,S,3.94,17.0
2009-02-13 04:20:53.743,X,134,S,3.94,17.0
2009-02-13 04:20:53.743,A,135,S,3.64,5.0
2009-02-13 04:20:59.360,X,135,S,3.64,5.0
2009-02-13 04:20:59.360,A,136,S,3.94,17.0
2009-02-13 04:20:59.432,X,136,S,3.94,17.0
2009-02-13 04:20:59.432,A,137,S,3.64,5.0
2009-02-13 04:21:00.162,X,137,S,3.64,5.0
2009-02-13 04:21:00.162,A,138,S,3.94,17.0
2009-02-13 04:21:00.232,X,138,S,3.94,17.0
2009-02-13 04:21:00.232,A,139,S,3.64,5.0
2009-02-13 04:21:02.122,X,139,S,3.64,5.0
2009-02-13 04:21:02.122,A,140,S,3.94,17.0
2009-02-13 04:21:02.192,X,140,S,3.94,17.0
2009-02-13 04:21:02.192,A,141,S,3.64,5.0
2009-02-13 04:21:03.690,X,141,S,3.64,5.0
2009-02-13 04:21:03.690,A,142,S,3.94,17.0
2009-02-13 04:21:03.760,X,142,S,3.94,17.0
2009-02-13 04:21:03.760,A,143,S,3.64,5.0
2009-02-13 04:21:06.502,X,65,B,3.55,15.0
2009-02-13 04:21:06.502,A,144,B,3.55,10.0
2009-02-13 04:21:06.502,X,143,S,3.64,5.0
2009-02-13 04:21:06.502,A,145,S,3.65,5.0
2009-02-13 04:21:06.631,X,145,S,3.65,5.0
2009-02-13 04:21:06.631,A,146,S,3.63,5.0
2009-02-13 04:21:14.282,X,146,S,3.63,5.0
2009-02-13 04:21:14.282,A,147,S,3.94,17.0
2009-02-13 04:21:14.352,X,147,S,3.94,17.0
2009-02-13 04:21:14.352,A,148,S,3.63,5.0
2009-02-13 04:21:17.107,X,148,S,3.63,5.0
2009-02-13 04:21:17.107,A,149,S,3.63,10.0
2009-02-13 04:21:46.389,X,149,S,3.63,10.0
2009-02-13 04:21:46.389,A,150,S,3.64,5.0
2009-02-13 04:21:46.529,X,150,S,3.64,5.0
2009-02-13 04:21:46.529,A,151,S,3.94,17.0
2009-02-13 04:21:46.599,X,151,S,3.94,17.0
2009-02-13 04:21:46.599,A,152,S,3.65,5.0
2009-02-13 04:21:57.839,X,152,S,3.65,5.0
2009-02-13 04:21:57.839,A,153,S,3.64,5.0
2009-02-13 04:22:05.099,X,153,S,3.64,5.0
2009-02-13 04:22:05.099,A,154,S,3.94,17.0
2009-02-13 04:22:05.169,X,154,S,3.94,17.0
2009-02-13 04:22:05.169,A,155,S,3.64,5.0
2009-02-13 04:23:03.375,X,144,B,3.55,10.0
2009-02-13 04:23:03.375,A,156,B,3.55,30.0
2009-02-13 04:23:10.965,X,156,B,3.55,30.0
2009-02-13 04:23:10.965,A,157,B,3.56,20.0
2009-02-13 04:23:12.455,X,157,B,3.56,20.0
2009-02-13 04:23:12.455,A,158,B,3.55,10.0
2009-02-13 04:23:12.455,X,155,S,3.64,5.0
2009-02-13 04:23:12.455,A,159,S,3.94,17.0
2009-02-13 04:23:12.525,X,158,B,3.55,10.0
2009-02-13 04:23:12.525,A,160,B,3.55,15.0
2009-02-13 04:23:12.525,X,159,S,3.94,17.0
2009-02-13 04:23:12.525,A,161,S,3.64,5.0
2009-02-13 04:23:12.535,X,160,B,3.55,15.0
2009-02-13 04:23:12.535,A,162,B,3.56,20.0
2009-02-13 04:23:15.683,X,162,B,3.56,20.0
2009-02-13 04:23:15.683,A,163,B,3.55,10.0
2009-02-13 04:23:15.683,X,161,S,3.64,5.0
2009-02-13 04:23:15.683,A,164,S,3.94,17.0
2009-02-13 04:23:15.755,X,163,B,3.55,10.0
2009-02-13 04:23:15.755,A,165,B,3.56,20.0
2009-02-13 04:23:15.755,X,164,S,3.94,17.0
2009-02-13 04:23:15.755,A,166,S,3.64,5.0
2009-02-13 04:23:15.835,X,165,B,3.56,20.0
2009-02-13 04:23:15.835,A,167,B,3.55,10.0
2009-02-13 04:23:15.835,X,166,S,3.64,5.0
2009-02-13 04:23:15.835,A,168,S,3.94,17.0
2009-02-13 04:23:15.905,X,167,B,3.55,10.0
2009-02-13 04:23:15.905,A,169,B,3.56,20.0
2009-02-13 04:23:15.905,X,168,S,3.94,17.0
2009-02-13 04:23:15.905,A,170,S,3.64,5.0
2009-02-13 04:23:21.624,X,170,S,3.64,5.0
2009-02-13 04:23:21.624,A,171,S,3.65,5.0
2009-02-13 04:23:28.994,X,169,B,3.56,20.0
2009-02-13 04:23:28.994,A,172,B,3.55,10.0
2009-02-13 04:23:28.994,X,171,S,3.65,5.0
2009-02-13 04:23:28.994,A,173,S,3.94,17.0
2009-02-13 04:23:29.064,X,172,B,3.55,10.0
2009-02-13 04:23:29.064,A,174,B,3.56,20.0
2009-02-13 04:23:29.064,X,173,S,3.94,17.0
2009-02-13 04:23:29.064,A,175,S,3.65,5.0
2009-02-13 04:23:36.164,X,174,B,3.56,20.0
2009-02-13 04:23:36.164,A,176,B,3.55,10.0
2009-02-13 04:23:36.164,X,175,S,3.65,5.0
2009-02-13 04:23:36.164,A,177,S,3.94,17.0
2009-02-13 04:23:36.234,X,176,B,3.55,10.0
2009-02-13 04:23:36.234,A,178,B,3.56,20.0
2009-02-13 04:23:36.234,X,177,S,3.94,17.0
2009-02-13 04:23:36.234,A,179,S,3.65,5.0
2009-02-13 04:23:37.433,X,178,B,3.56,20.0
2009-02-13 04:23:37.433,A,180,B,3.6,5.0
2009-02-13 04:23:42.624,X,179,S,3.65,5.0
2009-02-13 04:23:42.624,A,181,S,3.94,17.0
2009-02-13 04:23:42.694,X,181,S,3.94,17.0
2009-02-13 04:23:42.694,A,182,S,3.65,5.0
2009-02-13 04:23:46.664,X,182,S,3.65,5.0
2009-02-13 04:23:46.664,A,183,S,3.94,17.0
2009-02-13 04:23:46.734,X,183,S,3.94,17.0
2009-02-13 04:23:46.734,A,184,S,3.65,5.0
2009-02-13 04:23:48.503,X,184,S,3.65,5.0
2009-02-13 04:23:48.503,A,185,S,3.94,17.0
2009-02-13 04:23:48.583,X,185,S,3.94,17.0
2009-02-13 04:23:48.583,A,186,S,3.65,5.0
2009-02-13 04:23:48.613,X,186,S,3.65,5.0
2009-02-13 04:23:48.613,A,187,S,3.94,17.0
2009-02-13 04:23:48.694,X,187,S,3.94,17.0
2009-02-13 04:23:48.694,A,188,S,3.65,5.0
2009-02-13 04:23:52.933,X,188,S,3.65,5.0
2009-02-13 04:23:52.933,A,189,S,3.94,17.0
2009-02-13 04:23:53.003,X,189,S,3.94,17.0
2009-02-13 04:23:53.003,A,190,S,3.65,5.0
2009-02-13 04:24:13.082,X,190,S,3.65,5.0
2009-02-13 04:24:13.082,A,191,S,3.63,5.0
2009-02-13 04:24:18.622,X,191,S,3.63,5.0
2009-02-13 04:24:18.622,A,192,S,3.94,17.0
2009-02-13 04:24:18.692,X,192,S,3.94,17.0
2009-02-13 04:24:18.692,A,193,S,3.64,5.0
2009-02-13 04:24:20.572,X,193,S,3.64,5.0
2009-02-13 04:24:20.572,A,194,S,3.94,17.0
2009-02-13 04:24:20.579,X,194,S,3.94,17.0
2009-02-13 04:24:20.579,A,195,S,3.63,5.0
2009-02-13 04:24:29.711,X,195,S,3.63,5.0
2009-02-13 04:24:29.711,A,196,S,3.94,17.0
2009-02-13 04:24:29.791,X,196,S,3.94,17.0
2009-02-13 04:24:29.791,A,197,S,3.64,5.0
2009-02-13 04:24:48.140,X,197,S,3.64,5.0
2009-02-13 04:24:48.140,A,198,S,3.65,5.0
2009-02-13 04:24:48.220,X,198,S,3.65,5.0
2009-02-13 04:24:48.220,A,199,S,3.64,5.0
2009-02-13 04:24:54.370,X,199,S,3.64,5.0
2009-02-13 04:24:54.370,A,200,S,3.94,17.0
2009-02-13 04:24:54.440,X,200,S,3.94,17.0
2009-02-13 04:24:54.440,A,201,S,3.65,5.0
2009-02-13 04:24:55.020,X,201,S,3.65,5.0
2009-02-13 04:24:55.020,A,202,S,3.94,17.0
2009-02-13 04:24:55.090,X,202,S,3.94,17.0
2009-02-13 04:24:55.090,A,203,S,3.65,5.0
2009-02-13 04:24:55.130,X,203,S,3.65,5.0
2009-02-13 04:24:55.130,A,204,S,3.94,17.0
2009-02-13 04:24:55.210,X,204,S,3.94,17.0
2009-02-13 04:24:55.210,A,205,S,3.65,5.0
2009-02-13 04:24:58.379,X,205,S,3.65,5.0
2009-02-13 04:24:58.379,A,206,S,3.64,5.0
2009-02-13 04:24:59.709,X,206,S,3.64,5.0
2009-02-13 04:24:59.709,A,207,S,3.65,5.0
2009-02-13 04:25:03.139,X,207,S,3.65,5.0
2009-02-13 04:25:03.139,A,208,S,3.64,5.0
2009-02-13 04:25:13.619,X,208,S,3.64,5.0
2009-02-13 04:25:13.619,A,209,S,3.94,17.0
2009-02-13 04:25:13.699,X,209,S,3.94,17.0
2009-02-13 04:25:13.699,A,210,S,3.64,5.0
2009-02-13 04:25:13.879,X,210,S,3.64,5.0
2009-02-13 04:25:13.879,A,211,S,3.94,17.0
2009-02-13 04:25:13.959,X,211,S,3.94,17.0
2009-02-13 04:25:13.959,A,212,S,3.64,5.0
2009-02-13 04:25:16.126,X,212,S,3.64,5.0
2009-02-13 04:25:16.126,A,213,S,3.94,17.0
2009-02-13 04:25:16.199,X,213,S,3.94,17.0
2009-02-13 04:25:16.199,A,214,S,3.64,5.0
2009-02-13 04:25:21.598,X,214,S,3.64,5.0
2009-02-13 04:25:21.598,A,215,S,3.94,17.0
2009-02-13 04:25:21.678,X,215,S,3.94,17.0
2009-02-13 04:25:21.678,A,216,S,3.64,5.0
2009-02-13 04:25:30.618,X,216,S,3.64,5.0
2009-02-13 04:25:30.618,A,217,S,3.94,17.0
2009-02-13 04:25:30.688,X,217,S,3.94,17.0
2009-02-13 04:25:30.688,A,218,S,3.64,5.0
2009-02-13 04:25:33.866,X,218,S,3.64,5.0
2009-02-13 04:25:33.866,A,219,S,3.94,17.0
2009-02-13 04:25:33.937,X,219,S,3.94,17.0
2009-02-13 04:25:33.937,A,220,S,3.64,5.0
2009-02-13 04:25:46.127,X,220,S,3.64,5.0
2009-02-13 04:25:46.127,A,221,S,3.94,17.0
2009-02-13 04:25:46.199,X,221,S,3.94,17.0
2009-02-13 04:25:46.199,A,222,S,3.64,5.0
2009-02-13 04:25:51.517,X,222,S,3.64,5.0
2009-02-13 04:25:51.517,A,223,S,3.94,17.0
2009-02-13 04:25:51.597,X,223,S,3.94,17.0
2009-02-13 04:25:51.597,A,224,S,3.64,5.0
2009-02-13 04:25:58.546,X,224,S,3.64,5.0
2009-02-13 04:25:58.546,A,225,S,3.94,17.0
2009-02-13 04:25:58.627,X,225,S,3.94,17.0
2009-02-13 04:25:58.627,A,226,S,3.64,5.0
2009-02-13 04:26:12.846,X,226,S,3.64,5.0
2009-02-13 04:26:12.846,A,227,S,3.94,17.0
2009-02-13 04:26:12.916,X,227,S,3.94,17.0
2009-02-13 04:26:12.916,A,228,S,3.64,5.0
2009-02-13 04:26:18.895,X,228,S,3.64,5.0
2009-02-13 04:26:18.895,A,229,S,3.94,17.0
2009-02-13 04:26:18.975,X,229,S,3.94,17.0
2009-02-13 04:26:18.975,A,230,S,3.64,5.0
2009-02-13 04:26:28.345,X,230,S,3.64,5.0
2009-02-13 04:26:28.345,A,231,S,3.94,17.0
2009-02-13 04:26:28.415,X,231,S,3.94,17.0
2009-02-13 04:26:28.415,A,232,S,3.64,5.0
2009-02-13 04:26:40.994,X,232,S,3.64,5.0
2009-02-13 04:26:40.994,A,233,S,3.94,17.0
2009-02-13 04:26:41.074,X,233,S,3.94,17.0
2009-02-13 04:26:41.074,A,234,S,3.64,5.0
2009-02-13 04:26:43.234,X,234,S,3.64,5.0
2009-02-13 04:26:43.234,A,235,S,3.94,17.0
2009-02-13 04:26:43.314,X,235,S,3.94,17.0
2009-02-13 04:26:43.314,A,236,S,3.64,5.0
2009-02-13 04:26:43.534,X,236,S,3.64,5.0
2009-02-13 04:26:43.534,A,237,S,3.94,17.0
2009-02-13 04:26:43.604,X,237,S,3.94,17.0
2009-02-13 04:26:43.604,A,238,S,3.64,5.0
2009-02-13 04:28:09.180,X,238,S,3.64,5.0
2009-02-13 04:28:09.180,A,239,S,3.63,5.0
2009-02-13 04:28:25.328,X,239,S,3.63,5.0
2009-02-13 04:28:25.328,A,240,S,3.65,5.0
2009-02-13 04:28:25.349,X,240,S,3.65,5.0
2009-02-13 04:28:25.349,A,241,S,3.94,17.0
2009-02-13 04:28:57.147,X,241,S,3.94,17.0
